id,username,created_at,lng,lat,text
1517671206849507328,YogannaNupur,Sat Apr 23 01:06:27 +0000 2022,139.931051,35.715682,"Good morning my lovelies ğŸ’ itâ€™s a not so sunny Saturday in Tokyo, woke up late but ready for yoga and meditation. Lâ€¦ https://t.co/V0GRHer0Nk"
1517671326164852736,Erika91000000,Sat Apr 23 01:06:55 +0000 2022,139.745379,35.652789,Awesome
1517671600954687489,KO_VintageTokyo,Sat Apr 23 01:08:01 +0000 2022,139.69262600000002,35.666851,Condition is A1. DM to purchase ğŸ¤ https://t.co/eC0LxInUUQ
1517671629593411585,JQ2KPP,Sat Apr 23 01:08:08 +0000 2022,138.684687,35.2373305,@womensoudan ğŸ¶ğ™œğ™¤ğ™¤ğ™¤ğ™¤ğ™™ ğ™¢ğ™¤ğ™§ğ™£ğ™ğ™£ğ™œ!ğŸ¶
1517671650614861824,potaspotja,Sat Apr 23 01:08:13 +0000 2022,140.058,35.7685,01:07 JM1FTS/P on JA-1900(JP-CH Chiba Prefectural Funabashi Forest Provincial Park) 7041 FT8 TNX GL[JQ3BUM]
1517671837244612608,ihara_saikaku,Sat Apr 23 01:08:57 +0000 2022,133.00512650000002,34.4553855,Mission complete! https://t.co/fSOaak9sEM
1517671866789335041,tmj_jpn_jobs,Sat Apr 23 01:09:04 +0000 2022,139.6917064,35.6894875,Can you recommend anyone for this job? Vice President Japan Marketing and Communications in Tokyo.â€¦ https://t.co/Zg7EqN6cs2
1517671921059766272,ichigao,Sat Apr 23 01:09:17 +0000 2022,138.868081,35.427639,A lovely day in early summer in Japan. https://t.co/dIqisyjuzu
1517671949136146432,potaspotja,Sat Apr 23 01:09:24 +0000 2022,139.23,35.7197,01:08 JJ1DQR/1 on JA-1829(JP-TK Komine Park Provincial Park) 7009.6 CW RBN 29 dB 23 WPM via JQ1BVI-#[JQ1BVI-#]
1517672102568292352,JQ2KPP,Sat Apr 23 01:10:00 +0000 2022,138.684687,35.2373305,@bakamarum ğŸ¶ğ™œğ™¤ğ™¤ğ™¤ğ™¤ğ™™ ğ™¢ğ™¤ğ™§ğ™£ğ™ğ™£ğ™œ!ğŸ¶
1517672133346086912,Lake09jp,Sat Apr 23 01:10:08 +0000 2022,132.565185,34.245663,Very good!!#å‘‰ã¯ã„ã„ã #å‘‰é®å®ˆåºœ #KURE #å±±ä¹ƒå®¶ https://t.co/h3ofNgJ5Ep
1517672140094730240,DiazStephen,Sat Apr 23 01:10:09 +0000 2022,139.47639149999998,36.14414,@ChuchoRomeero Mexico does not need to pay because Andrea was 1st Runner-up in 2019.
1517672253613539329,DiazStephen,Sat Apr 23 01:10:36 +0000 2022,139.47639149999998,36.14414,@ChuchoRomeero Also Colombia is not paying because Alejandra was 3rd Runner-up.
1517672416142856192,PedroGomesPhoto,Sat Apr 23 01:11:15 +0000 2022,140.353239,35.5043575,@cryptoBILLnfts You can do it in a good way #EarthDay support an artist and protect mother #earth Click the link tâ€¦ https://t.co/1UqeWSe2Io
1517672544307843072,potaspotja,Sat Apr 23 01:11:46 +0000 2022,139.557,35.7287,01:10 JO1LNK on JA-1276(JP-TK Higashifushimi Provincial Park) 7041 FT8 [JO1LNK]
1517672835308609538,Omni_Hug,Sat Apr 23 01:12:55 +0000 2022,139.5781,35.4624575,@realBoHirano Are you a man of your word? ;)
